url,name,proteins,fats,carbohydrates,calories,category,price,availability,average_rating,rating_count,imgUrl,description,pro/cal,pri/we,html_path,last_upd_time,weight,content,fetchErr
https://www.ozon.ru/product/kofe-molotyy-zhokey-irlandskie-slivki-150-g-34371171/,"Кофе молотый Жокей Ирландские сливки, 150 г",,,,201,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Кофе молотый#Жокей",299,1,4.9,410431,https://cdn1.ozone.ru/s3/multimedia-1-q/7446679010.jpg,"Тщательно отобранные зерна бразильской арабики и темная обжарка создают гармоничную кофейную композицию, дополненную классическим ароматом сливочного ликера.  Уважаемые клиенты! Обращаем ваше внимание на возможные изменения в дизайне упаковки. Качественные характеристики товара остаются неизменными. Поставка осуществляется в зависимости от наличия на складе.
Этот кофе отлично подходит для приготовления насыщенного крепкого эспрессо с устойчивой пенкой, приятным сладковатым ароматом и обволакивающим шоколадным послевкусием. Напиток можно подавать к столу с такими десертами, как кексы, круассаны, чизкейки, орехи, цукаты. Однако этот напиток отлично раскроется и в качестве самостоятельного угощения.",0,1.9933333333333334,,2025-06-13 11:27:41,150,,
https://www.ozon.ru/product/kofe-rastvorimyy-monarch-caramel-95-g-281052102/,"Кофе растворимый Monarch Caramel, 95 г",1.5,19,71,460,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Кофе растворимый#Monarch",430,1,4.9,617719,https://cdn1.ozone.ru/s3/multimedia-1-s/7330860736.jpg,"ВНИМАНИЕ: в ваших заказах может быть как Jacobs Monarch, так и Monarch. Богатый, насыщенный вкус и волшебная сила Аромагии остаются с вами в каждой чашке кофе Monarch!
Мы сохраняем высокое качество и традиции производства, чтобы вы всегда могли наслаждаться любимым кофе. 

Кофе Monarch Caramel – это аппетитное сочетание карамельного аромата и вкуса деликатно обжаренных кофейных зёрен.
Побалуйте себя чашечкой Monarch Caramel и получите неповторимое удовольствие прямо сейчас!

Приготовьте охлаждённый карамельный латте!
Просто добавьте в чашку взбитое молоко и кубики льда.",0.003260869565217391,4.526315789473684,,2025-06-13 11:27:41,95,,
https://www.ozon.ru/product/jacobs-velour-kofe-rastvorimyy-95-g-33871141/,"Кофе растворимый Monarch Velour, 95 г",14.6,0.1,10.3,101,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Кофе растворимый#Monarch",303,1,4.9,617719,https://cdn1.ozone.ru/s3/multimedia-1-a/7239922498.jpg,"ВНИМАНИЕ: в ваших заказах может быть как Jacobs Monarch, так и Monarch.
Мы сохраняем высокое качество и традиции производства, чтобы вы всегда могли наслаждаться любимым кофе.

Богатый, насыщенный вкус и волшебная сила Аромагии остаются с вами в каждой чашке кофе Monarch!
Мы сохраняем высокое качество и традиции производства, чтобы вы всегда могли наслаждаться любимым кофе.  

Кофе Monarch Original Intense –  великолепный интенсивный вкус в каждой капле!",0.14455445544554454,3.1894736842105265,,2025-06-13 11:27:42,95,,
https://www.ozon.ru/product/tsikoriy-uliss-naturalnyy-85-g-151813608/,"Цикорий ULISS натуральный, 85 г",4.10,0,68,340,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Цикорий#Uliss Chicory",279,1,4.9,62001,https://cdn1.ozone.ru/s3/multimedia-1-b/7465869731.jpg,"Цикорий ULISS™ Chicory - современный продукт для здорового питания. Он особенно ценен для тех, кто в силу ряда причин не может пить натуральный кофе. Цикорий натуральный растворимый сублимированный ULISS™ Chicory производится по современной технологии холодной сушки FREEZE-DRYING TECHNOLOGY",0.012058823529411764,3.2823529411764705,,2025-06-13 11:27:42,85,,
https://www.ozon.ru/product/kofe-rastvorimyy-monarch-original-210-g-258846371/,"Кофе растворимый Monarch Original, 210 г",14.5,0.1,10.3,115,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Кофе растворимый#Monarch",653,1,4.9,617719,https://cdn1.ozone.ru/s3/multimedia-1-5/7505711861.jpg,"ВНИМАНИЕ: в ваших заказах может быть как Jacobs Monarch, так и Monarch. Богатый, насыщенный вкус и волшебная сила Аромагии остаётся с вами в каждой чашке кофе Monarch!
Мы сохраняем высокое качество и традиции производства, чтобы вы всегда могли наслаждаться любимым кофе.  

Кофе Monarch Original–  великолепный вкус в каждой капле!",0.12608695652173912,3.1095238095238096,,2025-06-13 11:27:42,210,100% кофе,
https://www.ozon.ru/product/chay-v-paketikah-chernyy-greenfield-kenyan-sunrise-100-sht-33006462/,"Чай в пакетиках чёрный Greenfield Kenyan Sunrise, 100 шт",,,,,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Чай в пакетиках#Greenfield",334,1,4.9,972164,https://cdn1.ozone.ru/s3/multimedia-1-1/7505712001.jpg,"Высокогорный кенийский чай из района Керичо. Отличается нежным ароматом, особой насыщенностью и полнотой янтарного настоя. Идеально сочетается с молоком. Черный чай  обладает сильным вкусом и часто ассоциируется с насыщенными ароматами. Greenfield - это марка чая, предлагающая разнообразные купажи черного чая, включая классический черный чай, Эрл Грей, Английский завтрак и др. Черные чаи Greenfield известны своими высококачественными листьями и богатым вкусом.При выборе чая стоит обратить внимание на качество чайных листьев, аромат и вкус, а также предпочтения в отношении добавок, таких как ароматизаторы или травы. Важно также учесть свои предпочтения по типу чая, будь то черный, зеленый, белый или другие виды.",0,1.67,,2025-06-13 11:27:42,200,,
https://www.ozon.ru/product/chernyy-chay-v-paketikah-greenfield-spring-melody-25-sht-33006453/,"Чай в пакетиках чёрный Greenfield Spring Melody, 25 шт",,,,,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Чай в пакетиках#Greenfield",101,1,4.9,23791,https://cdn1.ozone.ru/s3/multimedia-1-8/7447712372.jpg,"Приятная терпкость, присущая дорогим сортам индийского чая, пряный оттенок чабреца и прохладная мятная нотка создают неповторимый букет Greenfield Spring Melody — легкий, яркий и свежий, как дыхание весны. Нежный аромат, в котором слышится благоухание душистых трав, подчеркивает индивидуальность вкуса. Хорошо освежает и утоляет жажду.
МЕСТО СБОРА
Индия. Дорогие сорта знаменитых индийских плантаций легли в основу черного чая «Спринг Мелоди» от «Гринфилд».
АРОМАТ
Нежный, весенний. В нем слышится благоухание душистых трав.
ВКУС
Легкий, яркий и свежий, как дыхание весны. С приятной терпкостью, пряным оттенком чабреца и прохладной мятной ноткой.
НАСТОЙ
Золотистый, насыщенный. Хорошо освежает и утоляет жажду.",0,2.6933333333333334,,2025-06-13 11:27:43,37.5,,
https://www.ozon.ru/product/kofe-v-zernah-jardin-dessert-cup-arabika-1-kg-185535041/,"Кофе в зёрнах Jardin Dessert Cup, арабика, 1 кг",,,,,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Кофе в зернах#Jardin",1417,1,4.9,228983,https://cdn1.ozone.ru/s3/multimedia-1-h/7440945353.jpg,"Тщательно выверенное сочетание зерен арабики из Африки и Центральной Америки, и темная обжарка создают плотный насыщенный вкус с деликатной фруктовой кислинкой и долгое послевкусие, наполненное сладостью великолепного десерта.",0,1.417,,2025-06-13 11:27:43,1000,Gourmet-бленд отобранных зерен Арабики из Африки и Центральной Америки.,
https://www.ozon.ru/product/chay-v-paketikah-zelenyy-greenfield-green-melissa-100-sht-33006469/,"Чай в пакетиках зелёный Greenfield Green Melissa, 100 шт",,,,,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Чай в пакетиках#Greenfield",359,1,4.9,972164,https://cdn1.ozone.ru/s3/multimedia-1-k/7349619800.jpg,"Натуральная композиция, в которой легкая терпкость зеленого чая сочетается с освежающей пряностью мяты и лимонным оттенком мелиссы.
МЕСТО СБОРА
Китай, родина чая, где он выращивается уже свыше 5000 лет.
АРОМАТ
Натуральная композиция из зеленого чая и душистых трав — мяты и мелиссы.
ВКУС
Приятный, нежный. В нем сочетается легкая травянистая терпкость, освежающая пряность мяты и естественный лимонный оттенок мелиссы.
НАСТОЙ
Светлый, золотисто-зеленого цвета. «Грин Мелисса» от «Гринфилд» тонизирует, освежает и успокаивает.",0,2.3933333333333335,,2025-06-13 11:27:43,150,"Чай зеленый байховый, листья мелиссы и мяты, натуральный ароматизатор ""лимон"".",
https://www.ozon.ru/product/kakao-hrutka-500-g-643823838/,"Какао ХРУТКА, 500 г",5.3,2.8,83,391,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Какао#Хрутка",278,1,4.9,24950,https://cdn1.ozone.ru/s3/multimedia-1-q/7506743390.jpg,"ВСТРЕЧАЙТЕ НОВИНКУ: какао-напиток ХРУТКА!
Начать утро с новым какао-напитком ХРУТКА – так вкусно и увлекательно!
Быстро и удобно: добавьте 2 чайные ложки какао ХРУТКА в стакан молока – и вкусный напиток для завтрака готов!
В молоке содержится кальций, необходимый для крепких и здоровых костей. А с нежным шоколадным вкусом какао-напитка ХРУТКА пить молоко вкуснее.
А еще какао-порошок от природы является источником магния, железа и фосфора.
C ХРУТКА весёлый завтрак за минутку!",0.013554987212276215,0.556,,2025-06-13 11:27:43,500,"сахар, какао-порошок с пониженным содержанием жира, сыворотка молочная сухая, эмульгатор (соевый лецитин), ароматизатор натуральный, корица.",
https://www.ozon.ru/product/kofe-v-zernah-jardin-cafe-eclair-arabika-1-kg-185535040/,"Кофе в зёрнах Jardin Cafe Eclair, арабика, 1 кг",,,,331,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Кофе в зернах#Jardin",1499,1,4.9,228983,https://cdn1.ozone.ru/s3/multimedia-1-t/7453086185.jpg,"Своим легким, шелковистым вкусом этот бленд обязан тщательно выверенной композиции лучших сортов арабики из Колумбии, Бразилии и Гондураса. Светлая обжарка этого мягкого Gourmet-бленда акцентирует в букете тонкие бисквитные ноты. Мягкий вкус и приятный ""ванильно-молочный"" аромат для любителей некрепких кофейных напитков с молоком, таких, как капучино, латте или раф. Зёрна одинакового размера светло-коричневого цвета. Маслянистость зёрен не ярко выраженная. Расколотые зёрна, кофейная пыль отсутствует.",0,1.499,,2025-06-13 11:27:43,1000,,
https://www.ozon.ru/product/kakao-napitok-macchoco-235-g-136020908/,"Какао-напиток MacChoco, 235 г",,,,404.7,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Какао#MacChoco",129,1,4.9,9689,https://cdn1.ozone.ru/s3/multimedia-1-7/7505712043.jpg,"""MacChoco"" - вкусный, полезный и питательный какао-напиток для детей и взрослых, который можно разводить горячим или холодным молоком.Уважаемые клиенты! Обращаем ваше внимание, что полный перечень состава продукта представлен на дополнительном изображении.",0,0.548936170212766,,2025-06-13 11:27:44,235,,
https://www.ozon.ru/product/kofe-molotyy-jardin-cafe-eclair-250-g-144680307/,"Кофе молотый Jardin Cafe Eclair, 250 г",,,,,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Кофе молотый#Jardin",399,1,4.9,155968,https://cdn1.ozone.ru/s3/multimedia-1-j/7422689611.jpg,"Своим легким, шелковистым вкусом этот бленд обязан тщательно выверенной композиции лучших сортов арабики из Колумбии, Бразилии и Гондураса. Светлая обжарка акцентирует в букете тонкие бисквитные ноты.",0,1.596,,2025-06-13 11:27:44,250,,
https://www.ozon.ru/product/kakao-zolotoy-yarlyk-100-g-138812390/,"Какао Золотой Ярлык, 100 г",24.0,12.0,10.0,350,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Какао#Красный Октябрь",150,1,4.9,115975,https://cdn1.ozone.ru/s3/multimedia-1-e/7505710934.jpg,"Какао-порошок «Золотой Ярлык» – самая знаменитая марка российского какао. Натуральный какао-порошок производит «Красный Октябрь» с начала ХХ века, и точно такой же порошок используется на фабрике при производстве шоколада и конфет.              В домашних условиях «Золотой Ярлык» становится ароматным горячим шоколадом или молочным какао, глазурью для любимой выпечки. Яркий многогранный шоколадный вкус, сдобренный нотками ванили – для фирменных домашних десертов и кулинарных экспериментов.",0.06857142857142857,1.5,,2025-06-13 11:27:44,100,,
https://www.ozon.ru/product/chay-v-paketikah-chernyy-greenfield-blueberry-nights-25-sht-33006458/,"Чай в пакетиках чёрный Greenfield Blueberry Nights, 25 шт",,,,,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Чай в пакетиках#Greenfield",102,1,4.9,972164,https://cdn1.ozone.ru/s3/multimedia-1-v/7505711995.jpg,"Вкус и аромат спелой черники превосходно сочетается с насыщенным вкусом черного чая.  Легкая кислинка гибискуса дополняет душистый ягодный аромат и придает завершенность чайному букету. Состав: чай черный байховый, гибискус, ароматизатор ""черника и ежевика"", лист черной смородины, измельченные ягоды черники, лепестки мальвы.чай Greenfield популярный бренд с разнообразными вариантами чая. Чай в пакетиках черный Greenfield с ароматизаторами предлагает различные вкусы и ароматы, которые придают напитку своеобразный характер. Черный чай имеет насыщенный вкус,  ароматы добавляют ему разнообразные оттенки. Greenfield предлагает разнообразные варианты чая, включая фруктовые, цветочные и травяные смеси.",0,2.72,,2025-06-13 11:27:44,37.5,"чай черный байховый, гибискус, ароматизатор ""черника и ежевика"", лист черной смородины, измельченные ягоды черники, лепестки мальвы",
https://www.ozon.ru/product/kofe-rastvorimyy-monarch-original-400-g-258846372/,"Кофе растворимый Monarch Original, 400 г",14.6,0.1,10.3,101,"Ozon fresh#Вода и напитки#Чай, кофе и какао#Кофе растворимый#Monarch",1199,1,4.9,617719,https://cdn1.ozone.ru/s3/multimedia-e/6795927326.jpg,"ВНИМАНИЕ: в ваших заказах может быть как Jacobs Monarch, так и Monarch.
Мы сохраняем высокое качество и традиции производства, чтобы вы всегда могли наслаждаться любимым кофе.

Богатый, насыщенный вкус и волшебная сила Аромагии остаётся с вами в каждой чашке кофе Monarch!
Мы сохраняем высокое качество и традиции производства, чтобы вы всегда могли наслаждаться любимым кофе.  

Кофе Monarch Original–  великолепный вкус в каждой капле!",0.14455445544554454,2.9975,,2025-06-13 11:27:44,400,100% кофе,
