url,name,proteins,fats,carbohydrates,calories,category,price,availability,average_rating,rating_count,imgUrl,description,pro/cal,pri/we,html_path,last_upd_time,content,weight,fetchErr
https://www.ozon.ru/product/tunets-segreti-dartigiano-polosatyy-file-lomtiki-v-sobstvennom-soku-185-g-1292897701/,"Тунец Segreti dArtigiano полосатый, филе-ломтики, в собственном соку, 185 г",25,1.10,0,110,Ozon fresh#Бакалея#Консервация#Рыбные консервы#Segreti dArtigiano,196,1,4.9,4396,https://cdn1.ozone.ru/s3/multimedia-1-g/7349602984.jpg,"Тунец — идеальная белковая основа для множества блюд, от горячей нежной запеканки до ярких салатов в средиземноморском стиле у Вас в руках. Консервированный Тунец пригодится в любой ситуации, из него можно приготовить полноценный завтрак, обед или ужин.

Рыбные консервы EUROFISH S.A. — это всегда только натуральный состав, без искусственных добавок и консервантов

Особый технологический подход позволяет продукции выдерживать длительные сроки хранения. При этом гарантируется сохранение качества и вкусовых свойств.

О производителе:

EUROFISH S.A. ( Еврофиш C.A.) на сегодняшний день является ведущим производителем рыбных консервов из тунца в мире.

Расположенная в экологически чистом районе Эквадора, компания имеет собственное, оснащенное технологическим рыбоперерабатывающим оборудованием, производство. Это современный рыбоконсервный комплекс.",0.22727272727272727,1.0594594594594595,,2025-06-13 11:02:05,"Филе полосатого тунца, вода, соль.",185,
https://www.ozon.ru/product/masliny-bondyuel-bez-kostochki-300-g-137324044/,"Маслины Бондюэль без косточки, 300 г",0.50,13,0,125,"Ozon fresh#Бакалея#Консервация#Оливки, маслины#Бондюэль",157,1,4.9,23114,https://cdn1.ozone.ru/s3/multimedia-1-8/7560543716.jpg,"Маслины без косточки, выращенные и собранные в солнечной Испании, прекрасно дополнят праздничный стол! Они не только обладают ярким и сочным вкусом, но и наполнены Омега 3 и 6 жирными кислотами. Мы строго следим за качеством — в банку попадают только тщательно отобранные по размеру, зрелые плоды со сбалансированным вкусом. Маслины без косточки идеально дополнят и разнообразят праздничный стол. Порадуйте близких вкусной закуской от Бондюэль!",0.004,0.5233333333333333,,2025-06-13 11:02:05,,300,
https://www.ozon.ru/product/makarony-barilla-girandole-dzhirandole-450-g-136001612/,"Макароны Barilla Girandole Джирандоле, 450 г",14,2,69.7,359,"Ozon fresh#Бакалея#Макароны, крупы, мука#Макаронные изделия#Barilla",100,1,4.9,34303,https://cdn1.ozone.ru/s3/multimedia-1-9/7560543573.jpg,"Макароны Barilla Girandole № 34 позволят вам ощутить вкус настоящей итальянской кухни не выходя из дома. Благодаря особой спиралевидной форме они прекрасно удерживают и равномерно распределяют соус, не позволяя ему стекать в тарелку. Макароны Barilla «Джирандоле» № 34 станут прекрасным дополнением к мясным, рыбным и овощным блюдам и не только: они могут быть интересной основой холодных салатов. Например, попробуйте макароны-спирали с вялеными томатами, пряной зеленью, кедровыми орешками и оливковым маслом! Паста готовится из твёрдых сортов пшеницы, благодаря чему не разваривается и не слипается, сохраняя форму и аппетитный вид",0.03899721448467967,0.2222222222222222,,2025-06-13 11:02:06,"Мука из твердой пшеницы высшего сорта, вода. Может содержать следы соевых продуктов",450,
https://www.ozon.ru/product/semena-chia-dlya-pohudeniya-zelenyy-slon-1-kg-262289488/,Семена чиа для похудения Зеленый Слон 1 кг,17.5,29.6,33.4,461.9,"Ozon fresh#Бакалея#Сахар, соль и специи#Моноспеции#Зелёный слон",481,1,4.9,24979,https://cdn1.ozone.ru/s3/multimedia-1-j/7381938475.jpg,"Ищете натуральные и эффективные продукты для похудения? Обратите внимание на семена чиа от бренда Зеленый Слон  Чиа — это маленькие семена, которые получают из растения, произрастающего в Парагвае. Они богаты клетчаткой, Омега-3 жирными кислотами, антиоксидантами и другими питательными веществами, которые могут помочь в процессе похудения. Семена чиа известны своими многочисленными преимуществами для здоровья, включая:- улучшение пищеварения и обмена веществ;- снижение уровня холестерина в крови;- нормализацию артериального давления;- положительное воздействие на сердечно-сосудистую систему. Они также имеют нейтральный вкус, который позволяет использовать их в различных блюдах. Однако основным преимуществом семян чиа является их способность надолго давать чувство насыщения. Это связано с тем, что они впитывают большое количество воды, образуя гелеобразную массу в желудке. Это помогает контролировать аппетит и предотвращать переедание. Как использовать семена чиа для похудения Существует множество способов использовать семена чиа в целях похудения. Вот несколько простых и эффективных рецептов: 1. Чиа-пудинг. Замочите 1–2 столовые ложки семян чиа в стакане воды или молока на 10–15 минут. Затем добавьте подсластитель, корицу или другие специи по вкусу. Дайте смеси настояться еще 5–10 минут, и пудинг готов! 2. Фруктовый салат с чиа. Возьмите любые любимые фрукты и нарежьте их на кусочки. Добавьте 1–2 чайные ложки семян чиа и перемешайте. Залейте небольшим количеством воды или натурального йогурта. Дайте семенам набухнуть, и полезный завтрак или перекус готов! 3. Овсянка с чиа. Добавьте 1 столовую ложку семян чиа к порции овсянки на молоке или воде. Оставьте на 5–10 минут для набухания семян. Помимо использования в кулинарных целях, семена чиа можно добавлять в различные напитки, каши, выпечку и другие блюда. Главное — соблюдать меру и не превышать допустимую дозировку (не более 4 столовых ложек в день). Помните, что процесс похудения требует комплексного подхода, включающего в себя здоровое питание, физические упражнения и поддержание позитивного настроя. Семена чиа могут стать отличным дополнением к вашей диете, но они не являются единственным способом сбросить вес. Перед началом любой диеты или программы тренировок рекомендуется проконсультироваться с врачом или диетологом.",0.037886988525654905,0.481,,2025-06-13 11:02:06,100% семена чиа . Страна происхождения сырья Парагвай,1000,
https://www.ozon.ru/product/fasol-belaya-bondyuel-v-tomatnom-souse-400-g-137324028/,"Фасоль белая Бондюэль в томатном соусе, 400 г",4.40,0.60,16.90,91,Ozon fresh#Бакалея#Консервация#Бобовые#Бондюэль,127,1,4.9,14189,https://cdn1.ozone.ru/s3/multimedia-1-o/7514136960.jpg,"Белая фасоль в томатном соусе уже готова к подаче, достаточно лишь открыть банку! Легкий томатный соус удачно подчеркивает и обогащает вкус белой фасоли. Подавайте как самостоятельное блюдо или в виде гарнира. А если ее добавить к яичнице и бекону, то получится традиционный английский завтрак — сытный и полезный, дающий организму необходимые белки, углеводы, клетчатку и железо.",0.04835164835164835,0.3175,,2025-06-13 11:02:06,"фасоль белая, вода питьевая, сахар, томатная паста, загуститель: модифицированный крахмал, соль, уплотнитель: хлорид кальция.",400,
https://www.ozon.ru/product/podslastitel-novasweet-v-tabletkah-1200-sht-140122673/,"Подсластитель Novasweet в таблетках, 1200 шт",,,,0.03,"Ozon fresh#Бакалея#Сахар, соль и специи#Сахарозаменители#NOVASWEET. Life insugaring company",150,1,4.9,5269,https://cdn1.ozone.ru/s3/multimedia-1-t/7506743393.jpg,Заменитель  сахара NOVASWEET используется для подслащивания низкокалорийных блюд.  Рекомендован для диетического и диабетического питания.,0,15.0,,2025-06-13 11:02:06,"Подсластитель цикламат и сахаринат натрия, разрыхлитель гидрокарбонат натрия, регулятор кислотности - винная кислота, лактоза.",10,
https://www.ozon.ru/product/makarony-federici-lumachine-ulitki-59-iz-tverdyh-sortov-pshenitsy-500-g-135507649/,"Макароны Federici Lumachine улитки №59, из твёрдых сортов пшеницы, 500 г",10.0,1.0,72.0,340,"Ozon fresh#Бакалея#Макароны, крупы, мука#Макаронные изделия#Federici",76,1,4.9,6049,https://cdn1.ozone.ru/s3/multimedia-1-a/7509463426.jpg,"Federici начинают свою историю c 1888 года в Италии. С 1990-х г. производство перевезено в Россию на макаронную фабрику «Америя», оснащенную современным швейцарским (фирма «Buhler») и итальянским (фирма «Fava») оборудованием, что позволяет соблюдать все технологии производства и получать качество, не уступающее итальянскому. Federici Lumachine производятся по классической технологии из твердых сортов пшеницы группы «А», в ней содержатся витамины группы B, клетчатка и растительные белки, основная составляющая - сложные углеводы, что дает организму долгое время чувство насыщения. Lumachine в переводе – улитки. Это полая внутри паста, изогнутой формы, похожая на раковину улитки. Двухстороннее отверстие, позволяет задерживаться соусу внутри, улитки идеально подходят к жидким и неплотным сливочным или масляным соусам, их можно приготовить с курицей или говядиной, с овощами или грибами. Эта паста также идеально подходит для летних блюд с легкими соусами из свежих помидоров и моцареллы.",0.029411764705882353,0.152,,2025-06-13 11:02:06,"Мука, вода",500,
https://www.ozon.ru/product/gorchitsa-maheev-zernistaya-190-g-282769010/,"Горчица Махеевъ Зернистая, 190 г",8,10,24,218,"Ozon fresh#Бакалея#Масло, соусы и кетчупы#Горчица, хрен, аджика#Махеевъ",66,1,4.9,19139,https://cdn1.ozone.ru/s3/multimedia-1-i/7465969206.jpg,"Горчица Махеевъ — знаменитая русская приправа, которая производится из цельных и молотых семян горчицы. Отлично сочетается с мясом, птицей, сосисками и колбасой. Не содержит ГМО. Страна-изготовитель: Россия.",0.03669724770642202,0.3473684210526316,,2025-06-13 11:02:07,"Вода, горчичное семя (белое, желтое, коричневое), сахар, уксус из пищевого сырья, соль поваренная пищевая, сушеные: гвоздика молотая, куркума, консерванты: сорбат калия, бензоат натрия",190,
https://www.ozon.ru/product/sol-setra-morskaya-melkaya-yodirovannaya-pishchevaya-250-g-135789632/,"Соль Setra морская, мелкая, йодированная, пищевая, 250 г",0,0,0,0,"Ozon fresh#Бакалея#Сахар, соль и специи#Соль#Setra",129,1,4.9,6496,https://cdn1.ozone.ru/s3/multimedia-1-t/7490021393.jpg,"Настоящая морская соль Setra получена, как и сотни лет назад, старым естественным способом — выпариванием морской воды на солнце. Такой способ добычи сохраняет первозданную форму и рыхлость кристаллов, полноту минерального состава и аромат моря. Дополнительно обогащённая йодом, эта соль является не только незаменимой приправой к блюдам, но и помогает заботиться о здоровье человека. Помол № 0",0,0.516,,2025-06-13 11:02:07,,250,
https://www.ozon.ru/product/grechka-agro-alyans-elitnaya-900-g-141722911/,"Гречка Агро-Альянс Элитная, 900 г",13,3.3,68,350,"Ozon fresh#Бакалея#Макароны, крупы, мука#Гречка#Агро-Альянс",88,1,5.0,29442,https://cdn1.ozone.ru/s3/multimedia-1-q/7362551114.jpg,"""Гречневая крупа «Агро-Альянс»: традиции и новые возможности

Гречневая крупа – известный продукт, который занимает особое место в рационе многих людей. Она ценится за свои полезные свойства и уникальный вкус, который трудно спутать с чем-либо другим. Несмотря на свою простоту, гречневая крупа обладает множеством достоинств, о которых стоит знать.

• Богатый состав витаминов и минералов. Гречка содержит железо, магний, цинк и витамины группы B, которые необходимы для здоровья организма.
• Безглютеновый продукт. Гречневая крупа не содержит глютен, поэтому подходит для людей с непереносимостью этого белкового компонента.
• Высокое содержание белка. Гречка – отличный источник растительного белка, что значимо для вегетарианцев и спортсменов.
• Низкий гликемический индекс. Крупа помогает поддерживать стабильный уровень сахара в крови, что важно для диабетиков.
• Экологичность производства. Гречка неприхотлива в выращивании и требует минимального использования удобрений.

Гречневая крупа используется в множестве блюд, которые легко включить в повседневное меню. Традиционная гречневая каша с молоком и сливочным маслом – классика, знакомая с детства. Также она отлично сочетается с грибами и луком в качестве гарнира. Любителям необычных решений понравятся блины с гречневым припёком или котлеты из гречки с добавлением овощей. Гречневая крупа прекрасно чувствует себя в овощных салатах и супах.

Выпечка с гречневой мукой (крупу легко измельчить в кофемолке) приобретает неповторимый вкус и аромат. Гречневые оладьи или хлеб — отличный способ внести разнообразие в рацион. Кроме того, гречка используется в приготовлении диетических десертов, таких как запеканки или энергетические батончики.

Интересное сочетание даёт добавление орехов и сухофруктов в гречневую кашу, создавая новые интересные сочетания для завтрака. Гречку можно комбинировать с овощами, грибами, мясом и птицей. Экспериментируя с приправами, такими как куркума, карри или пряные травы, можно открывать новые грани вкуса этого продукта.

Чтобы гречневая крупа раскрыла весь свой потенциал, полезно знать небольшие секреты её приготовления.
• Предварительная обжарка. Перед варкой крупу можно слегка обжарить на сухой сковороде – это усилит её аромат и вкус.
• Правильные пропорции воды. Оптимальное соотношение: одна часть крупы к двум частям жидкости для получения рассыпчатой каши.
• Использование термоса. Залив крупу кипятком в термосе и оставив на ночь, можно утром получить готовую кашу без варки.
• Добавление масла после приготовления. Кладите сливочное или растительное масло в готовую кашу – это сохранит полезные вещества и улучшит вкус.

Гречневая крупа «Агро-Альянс» – выбор тех, кто заботится о своём здоровье и предпочитает натуральные продукты. Время открыть для себя все преимущества гречневой крупы и сделать шаг навстречу здоровому образу жизни!""	
	
	
	
	
",0.037142857142857144,0.09777777777777778,,2025-06-13 11:02:07,Гречка.,900,
